Week Start,Consumption
06-12-2009,9783.351
13-12-2009,9962.524
20-12-2009,8734.305
27-12-2009,8009.243
03-01-2010,9732.691
10-01-2010,10217.849
17-01-2010,9882.724
24-01-2010,10145.979
31-01-2010,10251.854
07-02-2010,10292.44
14-02-2010,10085.498
21-02-2010,9901.559
28-02-2010,10208.443
07-03-2010,10208.646
14-03-2010,9546.442
21-03-2010,9060.056
28-03-2010,8632.882
04-04-2010,8583.232
11-04-2010,9213.911
18-04-2010,8814.99
25-04-2010,8676.832
02-05-2010,9121.328
09-05-2010,8654.244
16-05-2010,9020.692
23-05-2010,8324.878
30-05-2010,8458.537
06-06-2010,8892.137
13-06-2010,8727.493
20-06-2010,8690.295
27-06-2010,8923.646
04-07-2010,8941.478
11-07-2010,9014.736
18-07-2010,8778.954
25-07-2010,8562.917
01-08-2010,8445.908
08-08-2010,8608.616
15-08-2010,8811.757
22-08-2010,9033.82
29-08-2010,8943.421
05-09-2010,9155.018
12-09-2010,9320.067
19-09-2010,9185.696
26-09-2010,9445.072
03-10-2010,9328.868
10-10-2010,9418.157
17-10-2010,9772.93
24-10-2010,9769.941
31-10-2010,9542.667
07-11-2010,9884.123
14-11-2010,9943.414
21-11-2010,10352.863
28-11-2010,10942.891
05-12-2010,10787.315
12-12-2010,10765.951
19-12-2010,9608.297
26-12-2010,8816.445
02-01-2011,9538.727
09-01-2011,10011.92
16-01-2011,10143.476
23-01-2011,10348.845
30-01-2011,10392.104
06-02-2011,9914.342
13-02-2011,9884.257
20-02-2011,10173.776
27-02-2011,9848.777
06-03-2011,9585.134
13-03-2011,9435.011
20-03-2011,9416.028
27-03-2011,9266.083
03-04-2011,9411.838
10-04-2011,9536.562
17-04-2011,8865.912
24-04-2011,8664.499
01-05-2011,9180.864
08-05-2011,9258.73
15-05-2011,9175.854
22-05-2011,9201.855
29-05-2011,8567.477
05-06-2011,9098.236
12-06-2011,8624.774
19-06-2011,8640.754
26-06-2011,8980.104
03-07-2011,9051.163
10-07-2011,8979.198
17-07-2011,8769.264
24-07-2011,8518.085
31-07-2011,8493.217
07-08-2011,8344.059
14-08-2011,8445.509
21-08-2011,8819.219
28-08-2011,8829.382
04-09-2011,9096.239
11-09-2011,9055.807
18-09-2011,9019.804
25-09-2011,9142.038
02-10-2011,8942.892
09-10-2011,9395.594
16-10-2011,9572.772
23-10-2011,9528.179
30-10-2011,9137.299
06-11-2011,9709.909
13-11-2011,10020.466
20-11-2011,10086.733
27-11-2011,10024.737
04-12-2011,10087.447
11-12-2011,10050.949
18-12-2011,9497.841
25-12-2011,7950.031
01-01-2012,8743.151
08-01-2012,9480.168
15-01-2012,9816.512
22-01-2012,9765.723
29-01-2012,10100.642
05-02-2012,10633.273
12-02-2012,10031.689
19-02-2012,9331.73
26-02-2012,9364.945
04-03-2012,9314.379
11-03-2012,9118.307
18-03-2012,9046.379
25-03-2012,8658.297
01-04-2012,8717.307
08-04-2012,8510.799
15-04-2012,9465.863
22-04-2012,9060.187
29-04-2012,8386.883
06-05-2012,8936.448
13-05-2012,8356.723
20-05-2012,8929.589
27-05-2012,8285.732
03-06-2012,8274.291
10-06-2012,8741.514
17-06-2012,8725.691
24-06-2012,8632.303
01-07-2012,8761.266
08-07-2012,8495.526
15-07-2012,8353.848
22-07-2012,8542.114
29-07-2012,8309.265
05-08-2012,8116.139
12-08-2012,8334.332
19-08-2012,8689.303
26-08-2012,8566.049
02-09-2012,8867.347
09-09-2012,8861.114
16-09-2012,8883.698
23-09-2012,8895.474
30-09-2012,8450.169
07-10-2012,9040.71
14-10-2012,9156.312
21-10-2012,9328.824
28-10-2012,8956.79
04-11-2012,9362.45
11-11-2012,9683.48
18-11-2012,9673.254
25-11-2012,9637.793
02-12-2012,9937.28
09-12-2012,10002.803
16-12-2012,9310.114
23-12-2012,7024.179
30-12-2012,7480.468
06-01-2013,9177.288
13-01-2013,9669.548
20-01-2013,9839.205
27-01-2013,9264.501
03-02-2013,9456.09
10-02-2013,9572.407
17-02-2013,9437.724
24-02-2013,9396.562
03-03-2013,9014.597
10-03-2013,9337.354
17-03-2013,9179.452
24-03-2013,8681.854
31-03-2013,8787
07-04-2013,8988.971
14-04-2013,8747.359
21-04-2013,8712.315
28-04-2013,8325.939
05-05-2013,8273.74
12-05-2013,8575.242
19-05-2013,8175.712
26-05-2013,8274.315
02-06-2013,8261.999
09-06-2013,8387.732
16-06-2013,8534.141
23-06-2013,8299.285
30-06-2013,8410.269
07-07-2013,8406.063
14-07-2013,8393.558
21-07-2013,8552.103
28-07-2013,8483.748
04-08-2013,8565.514
11-08-2013,8338.252
18-08-2013,8451.938
25-08-2013,8525.284
01-09-2013,8830.465
08-09-2013,8829.065
15-09-2013,8976.751
22-09-2013,8846.548
29-09-2013,8572.412
06-10-2013,9008.959
13-10-2013,9150.992
20-10-2013,9175.603
27-10-2013,9105.524
03-11-2013,9592.626
10-11-2013,9498.753
17-11-2013,9551.69
24-11-2013,9786.243
01-12-2013,9963.576
08-12-2013,9825.124
15-12-2013,9593.692
22-12-2013,7709.222
29-12-2013,8322.661
05-01-2014,10145.312
12-01-2014,10548.98
19-01-2014,10744.37
26-01-2014,10859.883
02-02-2014,10645.729
09-02-2014,10546.833
16-02-2014,10403.125
23-02-2014,10224.781
02-03-2014,10098.097
09-03-2014,9979.46
16-03-2014,10005.034
23-03-2014,9945.556
30-03-2014,9690.611
06-04-2014,9741.394
13-04-2014,9346.792
20-04-2014,9036.923
27-04-2014,9087.12
04-05-2014,9594.552
11-05-2014,9623.343
18-05-2014,9523.66
25-05-2014,8961.497
01-06-2014,9366.577
08-06-2014,8999.276
15-06-2014,8907.498
22-06-2014,9344.953
29-06-2014,9337.793
06-07-2014,9424.876
13-07-2014,9392.134
20-07-2014,9420.227
27-07-2014,9235.849
03-08-2014,8914.284
10-08-2014,8822.829
17-08-2014,8976.388
24-08-2014,9201.309
31-08-2014,9288.592
07-09-2014,9360.128
14-09-2014,9415.673
21-09-2014,9479.998
28-09-2014,9078.119
05-10-2014,9620.248
12-10-2014,9635.108
19-10-2014,9801.209
26-10-2014,9719.631
02-11-2014,9923.374
09-11-2014,10093.116
16-11-2014,10162.18
23-11-2014,10355.654
30-11-2014,10763.754
07-12-2014,10690.85
14-12-2014,10208.375
21-12-2014,8429.732
28-12-2014,8645.54
04-01-2015,10153.193
11-01-2015,10534.736
18-01-2015,10780.387
25-01-2015,10717.204
01-02-2015,10849.499
08-02-2015,10727.116
15-02-2015,10534.016
22-02-2015,10528.86
01-03-2015,10371.218
08-03-2015,10128.459
15-03-2015,10028.345
22-03-2015,10017.622
29-03-2015,9611.006
05-04-2015,9247.154
12-04-2015,9566.908
19-04-2015,9386.634
26-04-2015,9102.923
03-05-2015,9402.953
10-05-2015,8818.932
17-05-2015,9312.815
24-05-2015,8864.598
31-05-2015,9029.071
07-06-2015,9334.352
14-06-2015,9267.204
21-06-2015,9345.649
28-06-2015,9456.484
05-07-2015,9394.707
12-07-2015,9399.627
19-07-2015,9367.811
26-07-2015,8981.482
02-08-2015,9061.525
09-08-2015,9117.343
16-08-2015,9027.256
23-08-2015,9232.867
30-08-2015,9400.425
06-09-2015,9414.936
13-09-2015,9573.334
20-09-2015,9555.176
27-09-2015,9390.794
04-10-2015,9589.454
11-10-2015,9948.527
18-10-2015,9923.508
25-10-2015,9868.44
01-11-2015,9952.692
08-11-2015,10043.064
15-11-2015,10178.117
22-11-2015,10568.487
29-11-2015,10496.45
06-12-2015,10436.646
13-12-2015,10156.963
20-12-2015,8472.188
27-12-2015,8170.979
03-01-2016,9965.138
10-01-2016,10491.409
17-01-2016,10963.552
24-01-2016,10421.303
31-01-2016,10344.039
07-02-2016,10272.619
14-02-2016,10529.084
21-02-2016,10358.124
28-02-2016,10349.935
06-03-2016,10292.8
13-03-2016,10220.08
20-03-2016,9659.245
27-03-2016,9279.045
03-04-2016,9565.927
10-04-2016,9501.023
17-04-2016,9484.749
24-04-2016,9723.313
01-05-2016,8892.226
08-05-2016,9368.302
15-05-2016,8995.968
22-05-2016,9114.807
29-05-2016,9373.168
05-06-2016,9243.504
12-06-2016,9243.852
19-06-2016,9349.724
26-06-2016,9289.613
03-07-2016,9231.076
10-07-2016,9209.232
17-07-2016,9228.698
24-07-2016,9134.33
31-07-2016,8952.604
07-08-2016,8872.659
14-08-2016,8852.094
21-08-2016,9192.57
28-08-2016,9232.801
04-09-2016,9267.151
11-09-2016,9400.642
18-09-2016,9240.969
25-09-2016,9343.648
02-10-2016,9240.259
09-10-2016,9814.505
16-10-2016,9823.51
23-10-2016,9852.225
30-10-2016,9635.416
06-11-2016,10371.506
13-11-2016,10438.392
20-11-2016,10312.719
27-11-2016,10665.5
04-12-2016,10804.55
11-12-2016,10569.92
18-12-2016,10072.165
25-12-2016,8622.6
01-01-2017,10108.716
08-01-2017,10821.442
15-01-2017,10946.102
22-01-2017,11042.73
29-01-2017,10673.438
05-02-2017,10707.604
12-02-2017,10522.926
19-02-2017,10380.276
26-02-2017,10081.802
05-03-2017,10132.787
12-03-2017,9912.894
19-03-2017,9878.575
26-03-2017,9485.117
02-04-2017,9505.042
09-04-2017,9148.423
16-04-2017,9229.372
23-04-2017,9724.755
30-04-2017,9251.58
07-05-2017,9413.084
14-05-2017,9324.111
21-05-2017,8736.038
28-05-2017,9344.462
04-06-2017,8731.905
11-06-2017,8878.052
18-06-2017,9402.951
25-06-2017,9290.987
02-07-2017,9211.285
09-07-2017,9103.119
16-07-2017,9096.53
23-07-2017,8941.337
30-07-2017,8994.101
06-08-2017,8814.705
13-08-2017,8899.045
20-08-2017,9019.318
27-08-2017,9194.66687
03-09-2017,9232.71889
10-09-2017,9440.21982
17-09-2017,9385.7955
24-09-2017,9522.30952
01-10-2017,9262.63308
08-10-2017,9779.34239
15-10-2017,9665.34474
22-10-2017,9921.02083
29-10-2017,9266.21477
05-11-2017,10257.13523
12-11-2017,10416.70918
19-11-2017,10411.86906
26-11-2017,10699.49012
03-12-2017,10895.92724
10-12-2017,10827.8887
17-12-2017,10237.85867
24-12-2017,8457.4989
31-12-2017,1107.11488
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
